timestamp,open,high,low,close,volume
2026-01-01 00:00,16282.410244574474,16283.30406779469,16280.568736976546,16282.46494250443,4715094
2026-01-01 01:00,16281.080444352492,16282.349512270364,16280.893016957893,16281.175720993377,358421
2026-01-01 02:00,16281.537909557333,16284.158779860472,16281.144556915146,16282.244045662517,4943766
2026-01-01 03:00,16281.605604166487,16282.895861707211,16281.298291950608,16282.552784672667,1679003
2026-01-01 04:00,16283.606119389404,16285.713314848828,16283.903779836377,16284.418288572466,1452054
2026-01-01 05:00,16282.955383953642,16283.329753815542,16281.292989813948,16283.15238946288,4486641
2026-01-01 06:00,16284.121052069844,16286.02118971442,16283.8994681002,16284.946927566863,2324404
2026-01-01 07:00,16286.16372095729,16288.297808245143,16285.923472527244,16286.317899579575,211866
2026-01-01 08:00,16286.221472565067,16288.156750750994,16286.741192332998,16287.041308929498,1718744
2026-01-01 09:00,16287.624045860568,16289.693717191096,16286.780225239523,16287.721083212837,3333859
2026-01-01 10:00,16284.87784293185,16286.304367595476,16285.26689688243,16285.817998175846,483797
2026-01-01 11:00,16285.02743827534,16286.270963634657,16285.629826342438,16285.967193055618,940265
2026-01-01 12:00,16284.483010430613,16286.47783948985,16284.200026172577,16284.740243883121,791559
2026-01-01 13:00,16285.533725182619,16288.213812296744,16285.687477648886,16286.273905668728,2287466
2026-01-01 14:00,16285.443764457805,16288.125728023953,16286.186751015885,16286.23769900508,742581
2026-01-01 15:00,16283.715677516224,16284.730203219679,16282.738002230617,16284.628792240033,1606543
2026-01-01 16:00,16282.648494427212,16284.347899697275,16282.744710990693,16283.030079274717,438415
2026-01-01 17:00,16284.242066597299,16285.581302788127,16283.964781519904,16284.36553904242,1824429
2026-01-01 18:00,16283.456509847725,16285.969886426994,16283.15271211574,16284.312361299597,3354781
2026-01-01 19:00,16285.10350594367,16287.098088402003,16284.055682560936,16285.76296445054,1962134
2026-01-01 20:00,16284.318677660283,16285.41532241828,16283.472152604154,16284.519355125916,232822
2026-01-01 21:00,16285.708193337734,16287.172930734481,16284.147173441383,16285.992357615614,249505
2026-01-01 22:00,16283.333612545957,16285.651884629746,16284.00939231005,16284.270659414213,1267322
2026-01-01 23:00,16282.485416956577,16283.573792335907,16282.187067172134,16283.313208713791,4104449
2026-01-02 00:00,16281.613552598768,16284.140522941438,16281.5368520425,16282.312790734568,3624956
2026-01-02 01:00,16280.9567341318,16283.808075112805,16280.144450454265,16281.929985752002,2939404
2026-01-02 02:00,16279.951314413118,16282.045972189477,16278.688906599935,16280.314963850988,977527
2026-01-02 03:00,16280.33410674824,16281.81161243096,16280.892044273598,16280.93817804173,3895019
2026-01-02 04:00,16279.614449306877,16281.116263981266,16278.27180788628,16279.849021337592,2289770
2026-01-02 05:00,16279.716125387798,16280.467085302482,16278.303281658746,16280.210202456281,903260
2026-01-02 06:00,16281.742850119861,16283.765039764343,16280.714388442886,16281.93833667082,2951387
2026-01-02 07:00,16279.765024334827,16282.667859187675,16279.302900693518,16280.737853619456,4687430
2026-01-02 08:00,16278.377072445885,16279.219870161325,16278.526752844835,16278.852045207219,3429585
2026-01-02 09:00,16279.73097140883,16281.903038189677,16279.843953072612,16279.903600566311,4177880
2026-01-02 10:00,16280.288806685623,16281.696307567407,16280.578938721595,16280.781888715974,1894993
2026-01-02 11:00,16281.541923620849,16283.991448325733,16281.162667446857,16282.018340463765,1614021
2026-01-02 12:00,16279.214752155112,16281.882429807667,16279.706485831739,16280.154443101925,3558652
2026-01-02 13:00,16277.415592497371,16279.830889583176,16277.691769559971,16278.411432548206,2016493
2026-01-02 14:00,16279.005413854888,16280.452584831224,16278.866053683296,16279.690573822763,3871230
2026-01-02 15:00,16280.282844499632,16282.052092899236,16279.529792203037,16281.119614265706,976408
2026-01-02 16:00,16281.733285749455,16282.724494066273,16281.640928401343,16282.718405269412,4679046
2026-01-02 17:00,16282.931698104547,16284.05895536717,16281.932364111495,16283.344649993294,1886087
2026-01-02 18:00,16283.022005072442,16285.177604493852,16282.81691510764,16283.654334574649,2897918
2026-01-02 19:00,16284.342900893029,16286.664913567263,16284.494753583755,16285.157305300309,3700024
2026-01-02 20:00,16284.910227113121,16287.534273973595,16284.493141403937,16285.708129385217,1536708
2026-01-02 21:00,16282.98619294929,16284.81157216224,16282.282680645556,16283.880437533231,4371652
2026-01-02 22:00,16284.464905096607,16285.682805177707,16283.914532351902,16284.949002301897,487820
2026-01-02 23:00,16283.731233808334,16284.538162948546,16282.560537742282,16284.424910392356,1065825
2026-01-03 00:00,16284.739771392322,16287.020567855483,16285.071522963763,16285.401749173574,3414478
2026-01-03 01:00,16286.119048292821,16286.633908258407,16285.83801636717,16286.378076942785,2590080
2026-01-03 02:00,16284.462779195632,16285.798615189007,16284.056012675548,16285.301998821471,1916516
2026-01-03 03:00,16283.840386427803,16285.426006032108,16283.428060526356,16284.47051973581,1996589
2026-01-03 04:00,16286.10059779239,16286.210213106067,16285.695148390289,16286.133444628158,3709271
2026-01-03 05:00,16285.17193804056,16286.473128112346,16284.088578865429,16285.688907896425,4537392
2026-01-03 06:00,16285.586201632492,16287.31396407319,16284.431200843832,16285.66271294102,1217758
2026-01-03 07:00,16283.769343070579,16285.208590234704,16283.478888415857,16284.37139506355,4047760
2026-01-03 08:00,16283.590008977368,16284.203735609042,16282.993463663228,16284.026436235652,189742
2026-01-03 09:00,16284.442905999374,16285.001975499143,16282.851103418145,16284.629050669884,2021528
2026-01-03 10:00,16285.131921570997,16286.063952033208,16284.59098557819,16285.243922156402,2990089
2026-01-03 11:00,16284.182487654707,16285.019050229184,16283.285507472776,16284.414472894869,854636
2026-01-03 12:00,16285.280888024648,16286.066835706482,16285.53882913091,16285.668143041214,3142307
2026-01-03 13:00,16284.134797583969,16284.85436179575,16283.327176448887,16284.347953636941,3213416
2026-01-03 14:00,16283.709712044318,16285.802315878243,16282.79015973837,16284.439603569914,2936017
2026-01-03 15:00,16281.799440171222,16284.57457022448,16281.523171906798,16282.646795081908,3052145
2026-01-03 16:00,16281.143975053039,16283.346214546194,16280.681497454932,16281.793801378097,3297970
2026-01-03 17:00,16282.06930746182,16282.837179897484,16281.520600146983,16282.312346810248,3465533
2026-01-03 18:00,16282.123073114682,16283.468294509497,16282.505578101345,16282.798987169403,3689284
2026-01-03 19:00,16281.538790435457,16284.320509764946,16280.694895031857,16282.453800862417,3714422
2026-01-03 20:00,16281.439359808417,16282.21319982332,16280.90304409436,16281.687609184713,3644652
2026-01-03 21:00,16281.854637482713,16284.629920727708,16282.799015096225,16282.803006954739,604984
2026-01-03 22:00,16282.777173323057,16284.286098057262,16281.051435965415,16282.801954495424,4805009
2026-01-03 23:00,16283.395908492237,16285.678989453118,16283.531466911558,16283.791907106212,3872170
2026-01-04 00:00,16283.673635276087,16283.798488830917,16282.145866056257,16283.755312257792,2093403
2026-01-04 01:00,16282.529614037006,16283.102597761737,16281.582745726268,16282.871577025146,1832124
2026-01-04 02:00,16283.496394986429,16286.060367945576,16284.262379076685,16284.395746844588,3211692
2026-01-04 03:00,16285.03141769158,16287.855977602843,16285.327065268873,16285.951649160228,238469
2026-01-04 04:00,16285.521849271721,16287.332389912104,16285.898804702423,16286.512376369476,1665296
2026-01-04 05:00,16284.090529607147,16286.459460374304,16284.792703270305,16284.916030244303,3716591
2026-01-04 06:00,16284.12522223541,16286.263398206245,16283.618643591044,16284.977772827742,4964188
2026-01-04 07:00,16283.046446265838,16285.260408935495,16282.8073917067,16283.339966443493,491255
2026-01-04 08:00,16283.898363352917,16284.574300670925,16284.286062875322,16284.557409759704,1383048
2026-01-04 09:00,16282.4049913032,16283.68469605868,16282.552613474563,16283.040465662129,468606
2026-01-04 10:00,16282.589245909792,16283.879127411095,16282.355299081044,16283.308447317691,3351292
2026-01-04 11:00,16281.21319214921,16281.675473522997,16280.581965234727,16281.498513305343,258744
2026-01-04 12:00,16280.606820111407,16280.735534894442,16279.494646632244,16280.627370179998,2146206
2026-01-04 13:00,16279.790162503772,16281.203035246568,16278.603955719025,16280.346120804134,2237044
2026-01-04 14:00,16281.517434975018,16282.066709396768,16280.233000462918,16281.583489955177,4092131
2026-01-04 15:00,16279.927668739305,16281.492497232572,16280.641169437373,16280.785460754492,985513
2026-01-04 16:00,16280.588193491603,16282.634950801032,16280.218171672805,16280.787745879074,3824711
2026-01-04 17:00,16278.555145988063,16280.006389770007,16279.468203735492,16279.52590282826,4779322
2026-01-04 18:00,16280.722648471808,16282.457285256147,16279.51077317471,16281.237181538094,2131226
