Date,CL=F_Close,CL=F_High,CL=F_Low,CL=F_Open,CL=F_Volume,GC=F_Close,GC=F_High,GC=F_Low,GC=F_Open,GC=F_Volume,NG=F_Close,NG=F_High,NG=F_Low,NG=F_Open,NG=F_Volume,SI=F_Close,SI=F_High,SI=F_Low,SI=F_Open,SI=F_Volume
2020-12-31,48.52000045776367,48.58000183105469,47.77000045776367,48.349998474121094,181894.0,1893.0999755859375,1901.300048828125,1892.699951171875,1897.0,127.0,2.5390000343322754,2.546999931335449,2.428999900817871,2.433000087738037,111108,26.332000732421875,26.540000915527344,26.332000732421875,26.530000686645508,36.0
2021-01-04,47.619998931884766,49.83000183105469,47.18000030517578,48.400001525878906,528525.0,1944.699951171875,1945.0999755859375,1912.199951171875,1912.199951171875,154.0,2.5810000896453857,2.6700000762939453,2.565999984741211,2.625999927520752,128377,27.284000396728516,27.284000396728516,27.284000396728516,27.284000396728516,52.0
2021-01-05,49.93000030517578,50.20000076293945,47.2400016784668,47.380001068115234,643191.0,1952.699951171875,1952.699951171875,1941.300048828125,1941.699951171875,113.0,2.7019999027252197,2.7320001125335693,2.5910000801086426,2.5989999771118164,149828,27.570999145507812,27.570999145507812,27.570999145507812,27.570999145507812,4.0
2021-01-06,50.630001068115234,50.939998626708984,49.47999954223633,49.81999969482422,509365.0,1906.9000244140625,1959.9000244140625,1901.5,1952.0,331.0,2.7160000801086426,2.7699999809265137,2.6059999465942383,2.687999963760376,144690,26.972999572753906,27.424999237060547,26.972999572753906,27.424999237060547,50.0
2021-01-07,50.83000183105469,51.279998779296875,50.38999938964844,50.529998779296875,369292.0,1912.300048828125,1926.699951171875,1912.0,1922.5999755859375,122.0,2.7290000915527344,2.755000114440918,2.6630001068115234,2.7219998836517334,135480,27.200000762939453,27.200000762939453,27.200000762939453,27.200000762939453,3.0
2021-01-08,52.2400016784668,52.75,50.810001373291016,50.93000030517578,499416.0,1834.0999755859375,1908.0,1834.0999755859375,1908.0,60.0,2.700000047683716,2.7300000190734863,2.625999927520752,2.674999952316284,148730,24.582000732421875,25.325000762939453,24.582000732421875,24.582000732421875,3.0
2021-01-11,52.25,52.70000076293945,51.5,52.58000183105469,394822.0,1849.5999755859375,1849.5999755859375,1826.5,1826.5,20.0,2.746999979019165,2.811000108718872,2.5889999866485596,2.5999999046325684,177248,25.23900032043457,25.520000457763672,24.725000381469727,25.520000457763672,11.0
2021-01-12,53.209999084472656,53.45000076293945,52.06999969482422,52.18000030517578,400200.0,1842.9000244140625,1859.699951171875,1839.4000244140625,1849.0,176.0,2.753000020980835,2.8989999294281006,2.7179999351501465,2.7939999103546143,201432,25.384000778198242,25.385000228881836,25.104999542236328,25.139999389648438,90.0
2021-01-13,52.90999984741211,53.93000030517578,52.58000183105469,53.310001373291016,429898.0,1853.5999755859375,1858.5999755859375,1853.5999755859375,1858.0,189.0,2.7269999980926514,2.8259999752044678,2.7079999446868896,2.736999988555908,169240,25.520000457763672,25.545000076293945,25.5,25.545000076293945,211.0
2021-01-14,53.56999969482422,53.75,52.2400016784668,52.84000015258789,390087.0,1850.300048828125,1850.699951171875,1836.699951171875,1836.699951171875,149.0,2.6659998893737793,2.7909998893737793,2.6600000858306885,2.742000102996826,163043,25.746000289916992,25.746000289916992,25.746000289916992,25.746000289916992,66.0
2021-01-15,52.36000061035156,53.83000183105469,51.83000183105469,53.79999923706055,165668.0,1829.300048828125,1829.4000244140625,1825.0,1829.4000244140625,31.0,2.736999988555908,2.799999952316284,2.635999917984009,2.671999931335449,150994,24.825000762939453,25.469999313354492,24.825000762939453,25.43000030517578,88.0
2021-01-19,52.97999954223633,53.130001068115234,51.7599983215332,52.0,125964.0,1839.5,1842.9000244140625,1802.0,1802.0,13.0,2.5460000038146973,2.6730000972747803,2.5230000019073486,2.6519999504089355,211313,25.27899932861328,25.27899932861328,24.915000915527344,24.915000915527344,4.0
2021-01-20,53.2400016784668,53.790000915527344,53.04999923706055,53.130001068115234,400301.0,1865.9000244140625,1866.5999755859375,1844.4000244140625,1847.800048828125,16.0,2.5390000343322754,2.566999912261963,2.4539999961853027,2.5439999103546143,133437,25.733999252319336,25.733999252319336,25.415000915527344,25.424999237060547,151.0
2021-01-21,53.130001068115234,53.40999984741211,52.75,52.93000030517578,352397.0,1865.300048828125,1868.0,1865.300048828125,1865.300048828125,6.0,2.490999937057495,2.5510001182556152,2.4579999446868896,2.5320000648498535,100319,25.82200050354004,25.82200050354004,25.82200050354004,25.82200050354004,0.0
2021-01-22,52.27000045776367,53.15999984741211,51.439998626708984,53.099998474121094,437484.0,1855.699951171875,1855.699951171875,1852.699951171875,1854.9000244140625,8.0,2.446000099182129,2.503999948501587,2.4140000343322754,2.492000102996826,63833,25.52400016784668,25.540000915527344,25.52400016784668,25.52400016784668,10.0
2021-01-25,52.77000045776367,52.95000076293945,51.81999969482422,52.16999816894531,349076.0,1854.9000244140625,1864.699951171875,1851.800048828125,1864.699951171875,26.0,2.6019999980926514,2.61899995803833,2.503999948501587,2.5420000553131104,42988,25.454999923706055,25.454999923706055,25.454999923706055,25.454999923706055,5.0
2021-01-26,52.61000061035156,53.25,52.290000915527344,52.90999984741211,314538.0,1850.699951171875,1855.800048828125,1850.699951171875,1855.800048828125,59.0,2.6559998989105225,2.686000108718872,2.5950000286102295,2.6029999256134033,32233,25.52899932861328,25.52899932861328,25.52899932861328,25.52899932861328,92.0
2021-01-27,52.849998474121094,53.29999923706055,51.849998474121094,52.7599983215332,442376.0,1844.9000244140625,1844.9000244140625,1844.9000244140625,1844.9000244140625,195540.0,2.759999990463257,2.7730000019073486,2.6500000953674316,2.6500000953674316,153190,25.375999450683594,25.375999450683594,25.375999450683594,25.375999450683594,610.0
2021-01-28,52.34000015258789,53.58000183105469,52.040000915527344,52.650001525878906,411406.0,1837.9000244140625,1862.9000244140625,1831.5,1843.4000244140625,27283.0,2.6640000343322754,2.7009999752044678,2.5910000801086426,2.674999952316284,159820,25.909000396728516,27.010000228881836,24.93000030517578,25.084999084472656,508.0
2021-01-29,52.20000076293945,53.25,51.93000030517578,52.150001525878906,410914.0,1847.300048828125,1876.0,1838.699951171875,1842.0,1634.0,2.563999891281128,2.7100000381469727,2.553999900817871,2.680000066757202,133177,26.899999618530273,27.575000762939453,26.3700008392334,26.639999389648438,32.0
2021-02-01,53.54999923706055,53.7400016784668,51.63999938964844,51.9900016784668,416067.0,1860.800048828125,1871.9000244140625,1850.0,1866.5999755859375,1494.0,2.8499999046325684,2.868000030517578,2.7119998931884766,2.7300000190734863,243658,29.398000717163086,30.15999984741211,28.299999237060547,28.360000610351562,474.0
2021-02-02,54.7599983215332,55.2599983215332,53.45000076293945,53.47999954223633,463718.0,1830.5,1861.300048828125,1827.5999755859375,1859.5999755859375,1293.0,2.8450000286102295,3.005000114440918,2.811000108718872,2.8289999961853027,236392,26.384000778198242,28.93000030517578,26.384000778198242,28.645000457763672,91.0
2021-02-03,55.689998626708984,56.33000183105469,54.810001373291016,55.04999923706055,448693.0,1832.199951171875,1842.4000244140625,1829.800048828125,1834.800048828125,1195.0,2.7890000343322754,2.8940000534057617,2.747999906539917,2.8269999027252197,158484,26.878000259399414,27.024999618530273,26.860000610351562,26.940000534057617,143.0
2021-02-04,56.22999954223633,56.58000183105469,55.29999923706055,55.959999084472656,381404.0,1788.9000244140625,1832.199951171875,1782.800048828125,1832.199951171875,2375.0,2.934999942779541,2.9769999980926514,2.7339999675750732,2.7760000228881836,186926,26.222999572753906,26.674999237060547,26.0049991607666,26.674999237060547,114.0
2021-02-05,56.849998474121094,57.290000915527344,56.43000030517578,56.459999084472656,400833.0,1810.9000244140625,1813.5,1790.9000244140625,1794.300048828125,1278.0,2.86299991607666,3.056999921798706,2.8510000705718994,2.9570000171661377,270029,27.013999938964844,27.013999938964844,26.43000030517578,26.43000030517578,58.0
2021-02-08,57.970001220703125,58.13999938964844,57.0,57.060001373291016,399724.0,1831.9000244140625,1836.699951171875,1809.0,1816.300048828125,254.0,2.881999969482422,2.984999895095825,2.8440001010894775,2.9089999198913574,194660,27.56999969482422,27.56999969482422,27.280000686645508,27.280000686645508,6.0
